"","type","RT"
"1070","non-word",446.435308533238
"1071","word",437.947218020116
"1072","non-word",476.097006574023
"1073","word",448.66518697725
"1074","word",423.91646833114
"1075","non-word",462.091864983327
"1076","word",411.769088305593
"1077","non-word",526.406997044971
"1078","word",393.389616073435
"1079","non-word",492.411362305474
"1080","word",452.044198797922
"1081","non-word",501.894300264972
"1082","non-word",453.412337706396
"1083","non-word",485.488031336894
"1084","word",445.743504920414
"1085","word",436.37296815229
"1086","word",401.635823101155
"1087","word",399.472523545015
"1088","non-word",494.348071538463
"1089","non-word",371.115203041398
"1090","non-word",482.477724535421
"1091","word",396.158398050441
"1092","non-word",506.437691016746
"1093","word",395.306252887661
"1094","non-word",448.720189626029
"1095","non-word",492.013586448347
"1096","non-word",468.796872525084
"1097","non-word",443.415002922631
"1098","word",414.731570738237
"1099","non-word",456.629405825392
"1100","word",392.777151383065
"1101","word",365.578899486055
"1102","non-word",485.039764570986
"1103","non-word",450.111850442871
"1104","non-word",450.799439548364
"1105","word",449.192781311192
"1106","word",420.932480449954
"1107","non-word",518.906854627227
"1108","word",428.324171504502
"1109","non-word",476.450655986555
"1110","word",434.940715555573
"1111","word",419.557299984933
"1112","word",439.630514710277
"1113","word",410.055716759887
"1114","non-word",448.687576773674
"1115","non-word",442.9988130353
"1116","word",461.321398202508
"1117","word",389.017258614368
"1118","non-word",517.364892209291
"1119","non-word",453.528197077811
"1120","non-word",441.101462687934
"1121","non-word",463.349575667619
"1122","word",441.322355666904
"1123","non-word",482.480933355855
"1124","word",357.591023970376
"1125","non-word",465.108483315928
"1126","word",402.596998552165
"1127","non-word",438.457827723994
"1128","non-word",455.722053590298
"1129","word",450.51410028125
"1130","word",463.804406595813
"1131","word",396.669326026627
"1132","non-word",477.871812207051
"1133","non-word",462.531716808054
"1134","word",428.42196266192
"1135","word",403.696540083274
"1136","non-word",479.219908463146
"1137","word",444.674122483267
"1138","non-word",483.871325062617
"1139","word",435.96314428335
"1140","non-word",499.83165498315
"1141","non-word",455.399090405895
"1142","word",375.00219371138
"1143","word",388.70812191401
"1144","non-word",493.342556592802
"1145","non-word",475.765569757051
"1146","word",415.532600315426
"1147","word",445.660901791342
"1148","word",381.895874463425
"1149","word",453.940440923394
"1150","non-word",487.134268137969
"1151","non-word",439.199687915345
"1152","word",466.020008539601
"1153","non-word",526.09584371138
"1154","word",423.780337482509
"1155","non-word",465.792161929075
"1156","word",372.100632901879
"1157","word",399.677420593049
"1158","word",404.371689225854
"1159","non-word",481.802882326579
"1160","non-word",479.389413137124
"1161","non-word",449.072667088171
"1162","word",456.474139053014
"1163","word",395.044400234113
"1164","non-word",510.567131387157
"1165","word",418.441169900057
"1166","non-word",446.573102698204
"1167","non-word",488.180473764325
"1168","word",416.984711276325
"1169","word",458.450032256545
"1170","non-word",492.009009599892
"1171","non-word",481.323468138053
"1172","word",410.766197323117
"1173","non-word",469.225850578316
"1174","word",460.765704950998
"1175","word",450.655426690166
"1176","non-word",446.163887781408
"1177","non-word",476.330251849968
"1178","non-word",478.661772642483
"1179","word",437.01867251617
"1180","word",430.700332521017
"1181","non-word",547.535972923013
"1182","word",458.350638725596
"1183","non-word",472.832979186334
"1184","word",382.375711379122
"1185","non-word",507.61238532101
"1186","word",447.739113978325
"1187","non-word",467.92461079607
"1188","word",379.887610888209
"1189","word",469.651484292828
"1190","word",436.68779659889
"1191","word",424.971050034661
"1192","non-word",485.969109944593
"1193","non-word",480.314676471639
"1194","word",418.277271653188
"1195","word",428.864888517656
"1196","non-word",494.873982973997
"1197","non-word",451.573380560332
"1198","non-word",456.174825389212
"1199","word",429.462695809298
"1200","non-word",568.76262250395
"1201","word",429.333877627418
"1202","word",451.614435397052
"1203","non-word",471.87574395183
"1204","non-word",481.744609310695
"1205","word",426.162728407184
"1206","word",399.012236026184
"1207","non-word",487.161556426627
"1208","non-word",469.562922291694
"1209","non-word",450.601961783609
"1210","non-word",474.528038482301
"1211","non-word",461.624876976597
"1212","non-word",473.902879044769
"1213","word",439.020393554709
"1214","word",441.066930705853
"1215","non-word",422.080900063645
"1216","word",468.005825462264
"1217","word",450.468260556047
"1218","non-word",467.579148710186
"1219","word",391.398750492609
"1220","word",410.819940415483
"1221","word",424.102214566175
"1222","non-word",482.981338322968
"1223","word",449.303622408978
"1224","non-word",453.575553242081
"1225","word",463.458218947836
"1226","non-word",498.685832954084
"1227","non-word",501.518239324331
"1228","word",449.924009184857
"1229","word",402.810143560419
"1230","non-word",428.640526012027
"1231","word",405.170711543389
"1232","non-word",507.086215410703
"1233","non-word",456.021159811954
"1234","non-word",463.486711369366
"1235","non-word",495.52608045525
"1236","non-word",441.686819377835
"1237","non-word",468.797385326155
"1238","word",386.565365257494
"1239","word",427.288083328617
"1240","non-word",408.995747116361
"1241","non-word",504.110044008415
"1242","word",370.470077128218
"1243","non-word",475.085090924277
"1244","non-word",474.865258724052
"1245","non-word",521.429935331853
"1246","word",413.02384592113
"1247","non-word",498.076569402198
"1248","non-word",451.972567605522
"1249","non-word",495.861374737167
"1250","word",410.072774486455
"1251","word",373.297948428848
"1252","word",394.622343455897
"1253","word",466.660604877214
"1254","word",413.479165085708
"1255","non-word",545.193862652904
"1256","non-word",458.828360384607
"1257","non-word",469.185107129014
"1258","non-word",451.391510542303
"1259","non-word",501.007594225883
"1260","word",398.784579489612
"1261","non-word",456.624453308256
"1262","word",413.576039510539
"1263","non-word",434.193441663591
"1264","word",365.955294804121
"1265","non-word",427.293065472754
"1266","non-word",482.805571645643
"1267","word",405.685360319672
"1268","non-word",531.364154878237
"1269","non-word",494.68685283395
"1270","non-word",473.890265434295
"1271","word",379.013881628476
"1272","word",412.476262659426
"1273","word",367.374757626316
"1274","non-word",477.128247396149
"1275","non-word",521.085570853589
"1276","word",467.933884300023
"1277","non-word",474.881951685834
"1278","non-word",463.992794922073
"1279","non-word",527.775784827533
"1280","word",430.08781609718
"1281","word",415.283668272363
"1282","non-word",439.712780936455
"1283","non-word",494.408941511554
"1284","word",350.948471070877
"1285","non-word",453.743909403068
"1286","non-word",459.255109406314
"1287","non-word",508.996146002478
"1288","word",421.085175095266
"1289","non-word",483.377751174699
"1290","word",364.10652917184
"1291","non-word",474.643959767275
"1292","word",384.58982196762
"1293","non-word",516.208549334895
"1294","non-word",467.231994495137
"1295","non-word",464.77490676131
"1296","non-word",503.70091419454
"1297","non-word",497.105459734348
"1298","non-word",434.376359892831
"1299","word",420.815587739402
"1300","word",392.268940389764
"1301","word",391.736769360347
"1302","non-word",451.295226707856
"1303","non-word",525.868540030543
"1304","word",425.938893041574
"1305","word",389.143314680341
"1306","non-word",509.886898373748
"1307","word",474.077448216184
"1308","non-word",458.694137047803
"1309","word",401.185307550783
"1310","word",392.010065870986
"1311","non-word",418.583839938697
"1312","word",378.394756527644
"1313","non-word",514.225700683186
"1314","word",447.217448277596
"1315","word",411.486097823972
"1316","non-word",461.667207344614
"1317","word",438.040168435539
"1318","non-word",470.760687107403
"1319","non-word",511.983847083868
"1320","word",425.533515401979
"1321","word",355.570757576311
"1322","non-word",476.709378207677
"1323","word",403.086113946304
"1324","non-word",463.84332852757
"1325","non-word",458.554594653806
"1326","non-word",431.519822877743
"1327","non-word",467.144469210499
"1328","word",454.528011112333
"1329","word",481.103374738665
"1330","non-word",450.451007790323
"1331","word",392.670923578457
"1332","word",414.221148836911
"1333","word",472.771342425786
"1334","non-word",525.003038129351
"1335","word",396.573253583311
"1336","word",418.805599752896
"1337","non-word",420.596149234676
"1338","word",428.114044574227
"1339","non-word",443.449721220158
"1340","non-word",445.802342369023
"1341","word",476.053106498894
"1342","non-word",488.764913872873
"1343","non-word",471.891552822403
"1344","word",403.806325527517
"1345","word",370.773032035343
"1346","word",409.444171971153
"1347","non-word",466.683016536927
"1348","non-word",480.025953316211
"1349","word",469.945028286743
"1350","non-word",537.295226481925
"1351","non-word",468.962237733063
"1352","non-word",478.739466856345
"1353","word",417.513381995846
"1354","non-word",462.415714383493
"1355","word",349.143036883022
"1356","non-word",503.769732202281
"1357","word",425.439276682549
"1358","non-word",472.594181136831
"1359","word",443.476754422159
"1360","word",456.784252598404
"1361","word",373.921499715907
"1362","non-word",428.322818247236
"1363","word",406.50407301332
"1364","non-word",443.114372481346
"1365","word",410.600837559698
"1366","word",459.789755478266
"1367","non-word",477.360296630152
"1368","non-word",435.016768371569
"1369","non-word",468.624181381543
"1370","non-word",464.762072716983
"1371","word",408.667030449902
"1372","non-word",460.171214180492
"1373","non-word",466.974330126017
"1374","non-word",459.002648660788
"1375","word",421.783411386766
"1376","non-word",494.34613375647
"1377","non-word",498.35454436962
"1378","non-word",522.873271537857
"1379","non-word",480.594284001342
"1380","word",449.345629591443
"1381","word",437.134711097104
"1382","non-word",518.601014031861
"1383","word",411.908758629475
"1384","word",446.417583869634
"1385","non-word",443.244898924897
"1386","non-word",499.233345069625
"1387","word",453.858420127759
"1388","word",463.973169416315
"1389","non-word",476.247255195407
"1390","word",424.451108846335
"1391","non-word",490.922769256588
"1392","non-word",467.452786652019
"1393","word",444.722364037472
"1394","non-word",494.087852795239
"1395","word",395.830654585779
"1396","non-word",479.159830966441
"1397","word",408.425868291538
"1398","non-word",469.854163435589
"1399","word",423.728216369276
"1400","word",423.529219756578
"1401","word",432.666331869847
"1402","non-word",474.855287275132
"1403","non-word",479.759145253297
"1404","word",435.641023913561
"1405","word",431.921618979236
"1406","word",371.685712971433
"1407","non-word",487.941544487209
"1408","word",397.947496894078
"1409","non-word",443.989694009112
"1410","word",439.829810616605
"1411","non-word",511.881337360542
"1412","word",417.345534044653
"1413","word",446.119853552566
"1414","word",400.993439412339
"1415","non-word",474.437689386975
"1416","word",393.374434529298
"1417","word",453.918971113896
"1418","non-word",478.543453634416
"1419","word",449.654110545713
"1420","non-word",469.670925349604
"1421","non-word",469.838540834796
"1422","word",467.809291250986
"1423","non-word",474.127400786129
"1424","non-word",405.353942369616
"1425","non-word",429.974176570823
"1426","word",377.140633161258
"1427","non-word",525.144243688822
"1428","non-word",503.12517847752
"1429","word",364.046018045611
"1430","word",374.160791772743
"1431","non-word",446.269374662274
"1432","word",396.700518906343
"1433","non-word",496.647330277034
"1434","non-word",477.05274852428
"1435","word",366.731303446145
"1436","non-word",505.661393216842
"1437","word",404.084008878837
"1438","word",487.110609456435
"1439","non-word",517.122584717762
"1440","word",411.714439096296
"1441","non-word",452.105778084207
"1442","non-word",460.397523979996
"1443","non-word",472.282152299171
"1444","non-word",527.905443931997
"1445","word",336.062477492549
"1446","non-word",440.397731726731
"1447","word",338.347191599861
"1448","word",387.977968707708
"1449","non-word",455.348280586426
"1450","non-word",398.807468048233
"1451","non-word",495.163956777951
"1452","non-word",459.511948969251
"1453","non-word",511.977619923685
"1454","word",425.897861457767
"1455","non-word",472.996499006668
"1456","word",464.113232998526
"1457","non-word",477.651872483388
"1458","word",416.470723507708
"1459","non-word",491.904372762825
"1460","word",394.13719401551
"1461","word",389.285101815708
"1462","non-word",466.979892363837
"1463","word",460.017517471165
"1464","word",465.368505239091
"1465","non-word",479.989608426241
"1466","word",403.011881732366
"1467","non-word",455.587655301501
"1468","word",484.06153090807
"1469","word",428.649098528124
"1470","word",433.541344850748
"1471","word",421.530593191145
"1472","non-word",481.961870797979
"1473","word",396.125463751052
"1474","word",399.297170466633
"1475","non-word",420.425433741596
"1476","non-word",480.424601466853
"1477","word",410.71716049828
"1478","word",476.552369444403
"1479","non-word",452.883143815222
"1480","word",424.041009614531
"1481","non-word",490.70135056288
"1482","non-word",547.626968900171
"1483","non-word",423.676328819492
"1484","word",412.296060439936
"1485","non-word",486.855952872065
"1486","word",420.726000543051
"1487","non-word",481.158065550974
"1488","word",431.849951194856
"1489","word",413.199517151202
"1490","word",424.452271052423
"1491","word",406.220487841497
"1492","non-word",427.036917275669
"1493","word",409.201563198564
"1494","non-word",517.345628168368
"1495","word",356.423813216323
"1496","non-word",452.818199698326
"1497","word",423.176638618751
"1498","word",423.00725722567
"1499","word",401.008591248336
"1500","word",422.712295461723
"1501","word",400.777695596143
"1502","non-word",444.715489962445
"1503","word",433.106815079841
"1504","non-word",481.987404853036
"1505","non-word",448.22560328056
"1506","word",418.063167569378
"1507","non-word",441.231322071
"1508","word",421.974042828513
"1509","word",401.109571041242
"1510","word",440.242801453212
"1511","non-word",509.847431262306
"1512","word",445.068914651517
"1513","word",379.849925571682
"1514","word",420.042588249504
"1515","word",401.126559490502
"1516","word",447.699841233649
"1517","word",444.81080802866
"1518","word",416.029146034273
"1519","non-word",484.639340186101
"1520","word",459.390680410842
"1521","non-word",469.422667689178
"1522","non-word",490.089200160703
"1523","word",453.000178388132
"1524","non-word",469.125042523981
"1525","word",389.853987816996
"1526","non-word",410.110976023116
"1527","non-word",482.037246492379
"1528","word",435.232664484097
"1529","non-word",493.759534498826
"1530","non-word",516.962600584658
"1531","word",387.585806271861
"1532","word",428.394851764005
"1533","word",405.623843280938
"1534","word",455.969432560868
"1535","non-word",480.387598241852
"1536","non-word",423.878679127097
"1537","word",424.689454514652
"1538","non-word",477.240513066145
"1539","word",386.026428176193
"1540","non-word",425.758912777105
"1541","non-word",481.322341251649
"1542","word",443.852773140006
"1543","word",448.694680440709
"1544","non-word",508.053014669317
"1545","word",444.732899510627
"1546","non-word",434.810079934795
"1547","word",434.196131542981
"1548","non-word",480.894608840689
"1549","word",410.156058589742
"1550","non-word",536.692145544622
"1551","non-word",420.92124557098
"1552","word",428.171466844521
"1553","word",441.009971340803
"1554","word",395.360635019058
"1555","non-word",460.293305102501
"1556","word",401.556068534561
"1557","word",405.181752283196
"1558","non-word",463.196101592081
"1559","word",368.437780818838
"1560","non-word",508.707935599298
"1561","word",420.021791148724
"1562","non-word",461.955577930663
"1563","word",421.465505635961
"1564","word",387.382680797529
"1565","non-word",485.608898849569
"1566","non-word",432.792526772405
"1567","word",405.043820663256
"1568","non-word",439.324944616327
"1569","word",396.137242339003
"1570","word",438.126305583013
"1571","non-word",502.554931413878
"1572","non-word",469.014075472195
"1573","non-word",451.158656346573
"1574","word",425.885425117882
"1575","non-word",498.132325334726
"1576","word",427.583949648052
"1577","non-word",455.807528896861
"1578","word",398.367612155586
"1579","word",457.272268343164
"1580","non-word",450.400622610888
"1581","non-word",480.784363782144
"1582","word",399.768475395198
"1583","word",447.948409664594
"1584","non-word",517.817928986128
"1585","non-word",483.389353543354
"1586","non-word",522.331063590877
"1587","non-word",497.236522227944
"1588","word",372.020156642749
"1589","word",477.780291850968
"1590","word",407.106116650228
"1591","word",456.379860332415
"1592","non-word",418.801979315304
"1593","non-word",468.601878765569
"1594","word",418.254982082383
"1595","word",518.752694963577
"1596","non-word",489.412246665325
"1597","word",427.866090034616
"1598","non-word",447.175768060897
"1599","word",435.375592075522
"1600","non-word",450.389303747168
"1601","word",370.77180366309
"1602","word",480.120845756099
"1603","word",463.618814478875
"1604","non-word",467.807128339224
"1605","non-word",483.792316237947
"1606","non-word",474.061420646572
"1607","word",406.172248488016
"1608","non-word",512.6281378466
"1609","non-word",473.986184715594
"1610","non-word",506.885208328783
"1611","non-word",492.063692932944
"1612","word",422.859425985913
"1613","word",411.5301181665
"1614","non-word",517.304816973502
"1615","non-word",456.469206582416
"1616","word",369.087738109917
"1617","word",421.827928404313
"1618","non-word",464.604467273757
"1619","word",367.997982363572
"1620","non-word",432.887176429252
"1621","non-word",538.57878305282
"1622","non-word",511.693058227186
"1623","non-word",490.717546035581
"1624","word",403.177350840528
"1625","non-word",457.225120609219
"1626","word",347.061567872804
"1627","non-word",490.583150224592
"1628","non-word",498.453258119188
"1629","non-word",495.62202634221
"1630","word",376.57914083341
"1631","word",444.047069774979
"1632","non-word",478.717199986714
"1633","non-word",448.900436104701
"1634","non-word",463.802012315356
"1635","non-word",438.741636896462
"1636","word",443.219383449306
"1637","non-word",433.556514869257
"1638","word",356.451149207688
"1639","word",451.111713125155
"1640","non-word",525.132083245942
"1641","non-word",490.838729087856
"1642","non-word",464.126662797684
"1643","non-word",480.361264240271
"1644","word",408.055323240918
"1645","word",429.268853456943
"1646","non-word",506.968907438835
"1647","non-word",444.073311150494
"1648","word",451.216204246689
"1649","word",398.517815559956
"1650","non-word",440.083853656214
"1651","non-word",520.699869424321
"1652","word",464.997143628915
"1653","word",362.570718244803
"1654","word",435.97983994534
"1655","word",481.125257711909
"1656","non-word",438.069455931399
"1657","word",430.480644041886
"1658","word",375.427006254065
"1659","word",399.468950798746
"1660","non-word",446.89476505649
"1661","word",410.592109592046
"1662","word",407.815624824846
"1663","non-word",451.618306822527
"1664","word",419.424306755399
"1665","word",381.033258152138
"1666","non-word",436.399049273799
"1667","non-word",506.555570436244
"1668","word",368.643135349365
"1669","word",441.955860801674
"1670","word",390.316497865441
"1671","non-word",473.256493792491
"1672","non-word",440.469268631673
"1673","non-word",546.588115621529
"1674","non-word",499.943635136062
"1675","non-word",448.024701635063
"1676","non-word",503.270098865157
"1677","non-word",487.165740364634
"1678","word",363.543544175444
"1679","word",361.286810457469
"1680","word",426.300432376207
"1681","word",468.338515009948
"1682","non-word",493.305982220479
"1683","word",438.807341155285
"1684","word",371.418996408907
"1685","word",421.99079205084
"1686","non-word",502.268218522796
"1687","word",423.053486938398
"1688","non-word",476.606392142453
"1689","word",446.858900302643
"1690","non-word",467.674954753436
"1691","non-word",502.285518199275
"1692","non-word",473.782440680987
"1693","non-word",450.806538387121
"1694","word",420.990261097009
"1695","word",408.291410119971
"1696","word",354.837853345008
"1697","non-word",484.247328118531
"1698","word",408.032149969821
"1699","word",404.343370616792
"1700","non-word",419.1152070025
"1701","word",394.76233451499
"1702","non-word",520.942227585382
"1703","word",367.621042596163
"1704","word",414.781574011367
"1705","non-word",402.719606452829
"1706","non-word",454.516759535391
"1707","word",431.318437788525
"1708","non-word",506.31652386894
"1709","non-word",439.784118741277
"1710","word",386.17653148751
"1711","word",391.596227546747
"1712","non-word",485.629838276038
"1713","word",457.726967058761
"1714","word",392.458654171952
"1715","non-word",454.364848810106
"1716","non-word",442.14268299587
"1717","word",364.795177273513
"1718","non-word",451.43456892157
"1719","word",453.87006593987
"1720","non-word",436.818420156086
"1721","non-word",461.875877043394
"1722","non-word",469.011926797291
"1723","non-word",466.150865603655
"1724","word",433.535387498223
"1725","non-word",479.859871301971
"1726","word",414.711858452069
"1727","non-word",544.715458663854
"1728","word",410.873295007952
"1729","word",439.963750053893
"1730","word",470.677361579574
"1731","word",385.600012061388
"1732","word",407.941625248223
"1733","word",419.300484306827
"1734","non-word",446.643784624878
"1735","word",449.302001587291
"1736","word",411.394579616892
"1737","word",400.301904426387
"1738","non-word",497.348009961664
"1739","non-word",495.139671667253
"1740","non-word",497.717577713005
"1741","non-word",473.253179834593
"1742","non-word",505.498655825224
"1743","word",424.769411391724
"1744","non-word",505.58700256861
"1745","non-word",445.358679853226
"1746","non-word",513.654214221419
"1747","non-word",493.474087260147
"1748","word",411.101007789621
"1749","non-word",487.972990455968
"1750","non-word",463.820827081324
"1751","word",487.266950934342
"1752","non-word",502.850099401508
"1753","word",387.601693165118
"1754","word",406.547971261647
"1755","word",432.312784214992
"1756","word",452.374260904281
"1757","non-word",472.725196872926
"1758","non-word",462.570201601534
"1759","word",405.919667902274
"1760","word",404.561375810885
"1761","non-word",485.498756280049
"1762","non-word",433.668563762792
"1763","word",398.416163031373
"1764","non-word",472.731667680704
"1765","non-word",467.521167246362
"1766","non-word",444.67882086649
"1767","non-word",495.717479108688
"1768","non-word",504.886718804216
"1769","non-word",448.632442768408
"1770","non-word",519.733372153484
"1771","non-word",464.409414927676
"1772","non-word",440.622895010362
"1773","non-word",392.367084135125
"1774","non-word",439.638082536168
"1775","non-word",468.466508876958
"1776","non-word",458.265643723287
"1777","non-word",451.423193738316
"1778","word",421.50763135779
"1779","word",515.662622231639
"1780","non-word",503.938397164983
"1781","non-word",459.615957601982
"1782","word",481.211159455656
"1783","non-word",461.119757475127
"1784","non-word",395.599598887217
"1785","non-word",511.893129371671
"1786","word",412.336286931502
"1787","non-word",474.60876382868
"1788","non-word",468.74357310878
"1789","word",422.786551088307
"1790","non-word",440.82872504058
"1791","non-word",449.996444224798
"1792","non-word",424.352647148337
"1793","non-word",483.364314577294
"1794","non-word",484.63253308869
"1795","non-word",464.003219660983
"1796","word",335.752031697205
"1797","non-word",482.898053353451
"1798","non-word",488.212507381859
"1799","non-word",517.673214538492
"1800","non-word",459.993268080416
"1801","non-word",482.379437033383
"1802","word",428.234407994996
"1803","non-word",482.736999992028
"1804","word",404.419474602224
"1805","word",410.385016113559
"1806","non-word",468.753417795386
"1807","non-word",484.023450993405
"1808","word",487.756075711665
"1809","non-word",458.599716525892
"1810","word",347.204898029648
"1811","non-word",421.668195841014
"1812","non-word",459.132214954123
"1813","word",481.533881605643
"1814","word",439.847815727056
"1815","non-word",440.877605446045
"1816","word",493.289567200613
"1817","word",381.06957145549
"1818","non-word",456.447430353178
"1819","non-word",479.746557474941
"1820","word",379.148246717226
"1821","word",405.957382325563
"1822","non-word",434.890482939622
"1823","non-word",436.778816368755
"1824","non-word",493.247361389466
"1825","non-word",439.387968986314
"1826","word",440.376890559149
"1827","non-word",456.008073035642
"1828","word",417.722175685043
"1829","non-word",470.02900875286
"1830","non-word",408.296810194537
"1831","non-word",435.578900048554
"1832","non-word",459.647423822787
"1833","word",409.401483122464
"1834","non-word",489.787875578601
"1835","non-word",449.559192116466
"1836","word",462.609915765341
"1837","word",420.722093711952
"1838","non-word",503.969881565008
"1839","non-word",446.003878068925
"1840","non-word",478.74100964971
"1841","non-word",487.907829471903
"1842","non-word",487.117000160692
"1843","word",380.281309778555
"1844","non-word",495.134188603549
"1845","word",428.082767343617
"1846","word",414.096305756581
"1847","non-word",486.972483005019
"1848","non-word",434.971473640736
"1849","non-word",479.664460599282
"1850","non-word",413.940338735147
"1851","word",420.825251447794
"1852","word",416.443923009668
"1853","non-word",427.397974565562
"1854","word",403.163199864515
"1855","non-word",470.996869215541
"1856","non-word",453.545568124091
"1857","non-word",422.51396606137
"1858","non-word",414.128325609805
"1859","word",435.205839518018
"1860","word",411.717186196072
"1861","non-word",474.714136660405
"1862","non-word",468.177066975563
"1863","non-word",467.945722520915
"1864","word",383.311204046449
"1865","word",400.350814221055
"1866","non-word",444.063340788393
"1867","word",420.49434729409
"1868","word",449.805649183602
"1869","non-word",430.51120624963
"1870","word",445.492207515109
"1871","non-word",488.398032096523
"1872","word",488.480373504417
"1873","word",411.193779388921
"1874","non-word",504.447114789115
"1875","non-word",467.761644652459
"1876","word",440.086483842724
"1877","word",408.200433979345
"1878","non-word",462.77921852621
"1879","non-word",483.929478569141
"1880","non-word",433.407677963554
"1881","non-word",420.674750705616
"1882","word",445.563430492818
"1883","word",435.234543023759
"1884","non-word",488.386353657189
"1885","non-word",479.316211191014
"1886","non-word",465.429445297948
"1887","word",428.432697776585
"1888","word",431.855447918316
"1889","word",459.901685238255
"1890","word",428.396631880091
"1891","non-word",473.672728228853
"1892","word",467.52236410844
"1893","word",420.37889520267
"1894","word",439.883493186308
"1895","word",399.06734080875
"1896","non-word",435.448583604204
"1897","word",428.527595200543
"1898","word",389.90489621212
"1899","non-word",431.99420921749
"1900","non-word",507.821619697313
"1901","word",418.718396367376
"1902","non-word",494.04600041282
"1903","non-word",458.241543528702
"1904","word",449.569200442922
"1905","word",423.697489215504
"1906","word",427.321421476677
"1907","word",399.78253177134
"1908","word",448.81029104801
"1909","word",425.606302360015
"1910","word",414.129324663902
"1911","word",432.93447339456
"1912","word",429.709022411434
"1913","non-word",517.455444429473
"1914","word",417.955315219266
"1915","non-word",476.407554786372
"1916","word",334.733300476653
"1917","non-word",443.114819987141
"1918","non-word",474.293214577227
"1919","non-word",459.735287215149
"1920","word",380.818823013786
"1921","non-word",459.127149174235
"1922","word",412.887912510528
"1923","non-word",516.27500630719
"1924","word",455.368810506345
"1925","non-word",444.536184080187
"1926","non-word",435.457002711139
"1927","non-word",467.347324669149
"1928","non-word",504.366529866057
"1929","non-word",473.838731754772
"1930","non-word",444.380429762376
"1931","non-word",463.145233152991
"1932","non-word",477.385251592603
"1933","non-word",444.836936354762
"1934","word",408.640311907266
"1935","word",454.181939061797
"1936","word",423.268432916563
"1937","non-word",512.453753060432
"1938","word",392.236709289036
"1939","non-word",505.29926833123
"1940","non-word",522.325812424708
"1941","word",446.930900684687
"1942","non-word",462.570974797171
"1943","non-word",468.704071315115
"1944","non-word",423.899388939941
"1945","non-word",472.314868989396
"1946","word",438.904943190751
"1947","non-word",485.355305163225
"1948","non-word",493.869460642093
"1949","non-word",428.803308094971
"1950","non-word",468.805105696518
"1951","word",446.836121539111
"1952","non-word",477.598108087709
"1953","word",371.942176553796
"1954","word",350.397467648665
"1955","word",424.130082939732
"1956","word",393.833986972294
"1957","word",414.005212577096
"1958","non-word",477.222074554135
"1959","non-word",493.579400320649
"1960","word",429.947413641576
"1961","word",392.837549792634
"1962","word",426.851345394283
"1963","word",463.981991299648
"1964","non-word",427.466758853244
"1965","word",394.117527094417
"1966","word",424.357596109442
"1967","non-word",471.172340961829
"1968","non-word",474.503297672147
"1969","word",420.724525171671
"1970","non-word",419.461629561852
"1971","non-word",501.102255940839
"1972","non-word",442.472372651914
"1973","word",451.57400433838
"1974","non-word",455.134914546567
"1975","word",391.22816062054
"1976","non-word",482.350318663653
"1977","non-word",427.566018751247
"1978","non-word",465.259586119804
"1979","word",455.256450763407
"1980","word",425.71508956969
"1981","non-word",479.622192628484
"1982","non-word",527.029686613586
"1983","word",451.259857236565
"1984","word",454.997749141926
"1985","non-word",483.892429602643
"1986","word",413.058080041071
"1987","word",386.084065128456
"1988","non-word",494.774432578174
"1989","non-word",558.056268091822
"1990","non-word",457.770480133036
"1991","non-word",468.247394635519
"1992","non-word",467.467041629045
"1993","word",427.244778359987
"1994","non-word",467.57228424236
"1995","non-word",480.66571885668
"1996","non-word",515.574249591005
"1997","word",404.369877627392
"1998","non-word",541.619781300016
"1999","word",454.639393696251
"2000","word",464.444493356827
"2001","word",389.168407358788
"2002","non-word",452.454504798279
"2003","non-word",446.96319198736
"2004","non-word",499.053469688273
"2005","word",431.732897673581
"2006","word",420.239682307701
"2007","non-word",491.520902782982
"2008","word",436.927980383335
"2009","non-word",508.684922228132
"2010","non-word",403.697097339588
"2011","non-word",434.125597658711
"2012","non-word",450.146169066743
"2013","word",402.671918993335
"2014","word",409.672338579777
"2015","word",377.450263148004
"2016","word",428.502717250789
"2017","non-word",462.74811439895
"2018","non-word",422.280341888534
"2019","word",418.376231165345
"2020","non-word",472.465133378844
"2021","non-word",457.993972303523
"2022","word",413.923505962834
"2023","word",465.432909477308
"2024","non-word",476.021924792649
"2025","word",413.727999909823
"2026","non-word",481.6583679785
"2027","word",409.579321482513
"2028","word",413.008954309384
"2029","word",450.564611261343
"2030","word",362.937067264339
"2031","word",381.78881214064
"2032","non-word",495.862744355881
"2033","word",413.212009681153
"2034","non-word",472.74045469863
"2035","word",407.885462560889
"2036","non-word",506.908815628661
"2037","word",362.71201878196
"2038","word",376.778493259072
"2039","non-word",462.437620503759
"2040","non-word",441.649737555432
"2041","word",474.144384499085
"2042","word",398.432564967213
"2043","non-word",422.315953208956
"2044","non-word",476.81503782675
"2045","word",392.468267484532
"2046","word",424.103644209548
"2047","word",414.23459930948
"2048","non-word",518.345196262125
"2049","word",386.555151063249
"2050","non-word",467.325003442258
"2051","word",412.362350365334
"2052","word",410.697147934692
"2053","word",452.565227583889
"2054","word",422.620836573142
"2055","word",392.029595159125
"2056","non-word",507.354270009804
"2057","word",377.122083983343
"2058","word",448.355898993119
"2059","non-word",491.770366110113
"2060","word",425.081395769938
"2061","word",425.958057182403
"2062","non-word",488.791397196615
"2063","word",383.883722584744
"2064","non-word",438.764344017067
"2065","word",437.64862011822
