"","type","RT"
"1078","word",423.312872940518
"1079","non-word",451.947792602537
"1080","word",463.244529420691
"1081","non-word",415.513127901826
"1082","non-word",407.461432146236
"1083","non-word",435.337138859502
"1084","non-word",442.205770017565
"1085","word",450.568367009412
"1086","word",538.272071983653
"1087","non-word",388.497940162827
"1088","word",469.275499709675
"1089","non-word",424.145577053064
"1090","word",461.277294268916
"1091","non-word",426.402647289505
"1092","word",460.732962460112
"1093","word",432.455626822367
"1094","non-word",441.121545777605
"1095","word",472.546319005179
"1096","non-word",423.311777875729
"1097","word",483.022422299466
"1098","non-word",371.813536601602
"1099","non-word",397.242244757637
"1100","word",474.757124328552
"1101","non-word",446.739758570233
"1102","word",508.401165504711
"1103","word",499.609731663188
"1104","word",439.09906025826
"1105","non-word",457.500239244038
"1106","word",477.484644432416
"1107","word",496.267988213889
"1108","non-word",361.657845726307
"1109","non-word",407.28837870549
"1110","non-word",380.526943224962
"1111","non-word",480.148053685973
"1112","non-word",366.205768342977
"1113","word",472.181325386812
"1114","non-word",400.823145943857
"1115","non-word",408.063613797125
"1116","non-word",443.278250044614
"1117","word",455.032975892108
"1118","non-word",378.135378395113
"1119","non-word",401.867235479771
"1120","word",493.859102088451
"1121","word",494.10833005641
"1122","non-word",474.352487674997
"1123","non-word",377.020354667083
"1124","word",503.165574570032
"1125","non-word",346.652794195126
"1126","non-word",424.389250184352
"1127","word",489.898138236239
"1128","non-word",460.497679150974
"1129","word",544.225470506532
"1130","non-word",421.884501668971
"1131","word",450.380803764803
"1132","non-word",397.479494730128
"1133","word",457.482007991944
"1134","word",480.404812089415
"1135","non-word",427.331875437281
"1136","word",491.981234202619
"1137","non-word",402.790358418312
"1138","non-word",363.728594492691
"1139","word",453.055796262622
"1140","word",448.305368752694
"1141","non-word",382.86438887612
"1142","non-word",391.198120884824
"1143","non-word",415.04936352459
"1144","word",491.79605946118
"1145","word",427.973377277531
"1146","word",485.894086823469
"1147","non-word",425.661565005079
"1148","non-word",399.572068385532
"1149","word",455.784690882836
"1150","word",443.731927791805
"1151","word",482.220529752867
"1152","word",443.80751339015
"1153","non-word",429.248403175927
"1154","word",473.705573323438
"1155","word",470.906191694235
"1156","non-word",438.269395229318
"1157","non-word",421.31366968402
"1158","word",438.779251617027
"1159","word",467.464019895837
"1160","non-word",409.004998409078
"1161","non-word",405.594745404478
"1162","non-word",491.218095665127
"1163","word",476.995755490243
"1164","word",462.466363573304
"1165","non-word",397.841841505992
"1166","word",468.255474162302
"1167","word",453.019479224061
"1168","word",466.160323388631
"1169","word",443.069790455099
"1170","word",477.222651064468
"1171","word",468.30855282949
"1172","word",443.331617027851
"1173","word",477.427933810987
"1174","word",474.13697465624
"1175","non-word",433.020378915447
"1176","non-word",412.986924251103
"1177","word",455.244324540507
"1178","word",505.017105167371
"1179","word",484.586230786156
"1180","word",440.044364232017
"1181","word",449.092689718546
"1182","word",463.414565910621
"1183","non-word",383.995796959534
"1184","non-word",446.292553214708
"1185","non-word",401.23944458914
"1186","non-word",347.584035863446
"1187","non-word",417.984936263004
"1188","non-word",505.678450997762
"1189","word",476.767767551346
"1190","word",492.973711055442
"1191","non-word",450.256341693296
"1192","word",435.412733334916
"1193","word",432.478172634853
"1194","non-word",483.291271854998
"1195","word",460.601388461945
"1196","word",466.756595899039
"1197","word",430.79114649249
"1198","non-word",356.525077318588
"1199","word",452.685845735326
"1200","word",446.967863947237
"1201","word",491.757720010596
"1202","word",437.28058933921
"1203","non-word",422.613945740602
"1204","word",485.42292624021
"1205","non-word",461.728281268292
"1206","non-word",422.100194558287
"1207","non-word",400.935187586837
"1208","non-word",433.754404972811
"1209","non-word",393.940794800371
"1210","word",478.537699264432
"1211","non-word",459.904303525608
"1212","non-word",392.685725639173
"1213","non-word",294.749845524411
"1214","word",466.576160810841
"1215","non-word",406.736020378973
"1216","non-word",403.800785748563
"1217","word",467.962923833446
"1218","word",483.410805549417
"1219","word",456.860720720922
"1220","non-word",440.30689305354
"1221","word",493.240364998212
"1222","non-word",420.01456416859
"1223","word",479.627854554739
"1224","non-word",462.349067322079
"1225","non-word",487.368996235805
"1226","non-word",427.185489906835
"1227","non-word",407.840575169949
"1228","word",505.102080982804
"1229","word",495.869453222647
"1230","word",477.029183977714
"1231","word",488.910481002297
"1232","non-word",448.525053430013
"1233","non-word",415.443621277148
"1234","non-word",442.560343564588
"1235","non-word",423.771940401984
"1236","word",439.5844483746
"1237","non-word",469.986558896405
"1238","non-word",376.14468177165
"1239","non-word",455.174861774757
"1240","word",468.049755014081
"1241","non-word",390.185925265056
"1242","non-word",378.736418335394
"1243","non-word",420.560339569792
"1244","word",435.799764355224
"1245","non-word",437.812055121816
"1246","non-word",400.866752090361
"1247","word",459.999213917268
"1248","word",498.741732570952
"1249","non-word",373.983312265976
"1250","word",486.655939818464
"1251","word",460.990474505013
"1252","word",440.588444689382
"1253","word",435.116285096864
"1254","word",457.876670345285
"1255","word",433.804445865391
"1256","non-word",465.916698102512
"1257","non-word",468.044401212181
"1258","word",452.867846969154
"1259","non-word",400.369887033206
"1260","word",484.435222415244
"1261","word",490.033155783344
"1262","non-word",430.413254718206
"1263","word",470.735987669232
"1264","non-word",437.260619491609
"1265","word",469.502309494099
"1266","word",430.943865734224
"1267","word",452.381733025566
"1268","word",458.685191483938
"1269","non-word",441.404830185984
"1270","word",424.580615501358
"1271","word",500.718198336683
"1272","word",495.527201888443
"1273","word",472.504902558273
"1274","non-word",425.016948271808
"1275","word",510.913520839047
"1276","non-word",407.113579042154
"1277","non-word",421.579671716293
"1278","word",448.264804065982
"1279","word",468.676925290167
"1280","non-word",459.062320699798
"1281","word",467.328893607887
"1282","word",479.915534108526
"1283","non-word",418.364965791486
"1284","non-word",376.255534181696
"1285","word",494.681077822791
"1286","non-word",441.432054914931
"1287","word",508.686270087106
"1288","word",469.749468213376
"1289","non-word",429.526526587607
"1290","non-word",403.00270231223
"1291","word",457.841575993416
"1292","non-word",441.511725447684
"1293","non-word",414.254015936063
"1294","non-word",434.149876332683
"1295","word",430.140450057734
"1296","word",438.008612993135
"1297","word",467.110324242401
"1298","non-word",366.766420041958
"1299","word",510.577232806715
"1300","non-word",419.392200834174
"1301","word",455.157891459208
"1302","non-word",448.904962640763
"1303","word",475.928586330816
"1304","non-word",413.024721459443
"1305","non-word",412.334503176832
"1306","word",528.123019952492
"1307","non-word",389.334406233396
"1308","word",445.69312912636
"1309","word",438.568444979667
"1310","non-word",430.469458165841
"1311","non-word",429.826949977694
"1312","non-word",416.767896579895
"1313","word",532.374022328415
"1314","word",508.71930985904
"1315","word",500.571506573337
"1316","word",441.777839929074
"1317","word",488.301602226654
"1318","word",480.837176388243
"1319","word",523.870828349598
"1320","word",441.880980124142
"1321","word",495.463209238084
"1322","word",449.809053589849
"1323","word",505.580567092878
"1324","non-word",395.300053825929
"1325","word",513.113198584959
"1326","non-word",415.097533168359
"1327","word",485.737556857908
"1328","non-word",423.104020437102
"1329","word",464.995331541653
"1330","non-word",418.099881789963
"1331","non-word",416.134780061611
"1332","word",460.473885212119
"1333","non-word",459.019531552133
"1334","non-word",454.374273690073
"1335","word",477.140324118007
"1336","non-word",380.855358207498
"1337","word",477.320497398127
"1338","non-word",435.867965780561
"1339","word",516.173180016825
"1340","non-word",450.929896948268
"1341","word",431.543166891346
"1342","non-word",393.742278456861
"1343","non-word",466.419057593832
"1344","word",463.077045097405
"1345","non-word",407.826990707424
"1346","non-word",395.311102425526
"1347","word",458.285076531419
"1348","word",509.798853302294
"1349","word",523.04062153178
"1350","non-word",416.985301235129
"1351","word",437.18493646551
"1352","non-word",443.350127735281
"1353","word",472.712443820909
"1354","word",455.180145858227
"1355","non-word",440.663121967707
"1356","word",515.996310235691
"1357","non-word",450.241694660085
"1358","non-word",435.791462494915
"1359","non-word",422.065477215914
"1360","non-word",447.242472927168
"1361","non-word",426.509787024974
"1362","word",464.089260137843
"1363","word",477.910532581517
"1364","non-word",367.121560989024
"1365","word",493.655150357265
"1366","non-word",387.539962055907
"1367","non-word",465.990690405652
"1368","word",433.439664813978
"1369","word",485.353546493753
"1370","non-word",426.541116926689
"1371","word",468.873131670559
"1372","non-word",375.031348917666
"1373","word",476.403815831452
"1374","word",465.758568378831
"1375","non-word",439.101683900931
"1376","non-word",442.785318642283
"1377","non-word",408.131170891183
"1378","non-word",454.337998605292
"1379","non-word",429.905887330584
"1380","non-word",433.763246669923
"1381","word",449.655537300533
"1382","word",476.756413298276
"1383","non-word",408.81130014003
"1384","word",417.114546983188
"1385","non-word",464.750139208226
"1386","non-word",435.542378162787
"1387","non-word",458.608311448671
"1388","word",487.345942518867
"1389","non-word",381.197809252461
"1390","non-word",476.173733538076
"1391","word",463.569478199072
"1392","word",538.356673817755
"1393","word",411.029793606507
"1394","word",488.094847995116
"1395","non-word",430.308957122603
"1396","non-word",440.825713742
"1397","non-word",426.446190752262
"1398","word",425.138512025238
"1399","non-word",431.745437401646
"1400","non-word",463.853070691366
"1401","word",423.931145615705
"1402","word",518.30128189824
"1403","non-word",452.966403901885
"1404","word",459.834302111586
"1405","non-word",416.29535351914
"1406","word",453.90848748863
"1407","word",439.977722661015
"1408","non-word",435.688719110537
"1409","word",476.755553179067
"1410","non-word",467.027987339931
"1411","word",465.993343118396
"1412","word",454.419135276616
"1413","non-word",446.080351239657
"1414","non-word",409.64247512733
"1415","word",490.123376465354
"1416","non-word",393.096130367683
"1417","word",457.945021027553
"1418","word",460.226093888744
"1419","non-word",429.092687891611
"1420","word",457.151023736145
"1421","non-word",377.660268681316
"1422","word",490.825545025125
"1423","non-word",437.614199653437
"1424","non-word",445.207832016845
"1425","word",459.262630910835
"1426","word",424.337350453136
"1427","non-word",449.825152618615
"1428","word",453.21747195617
"1429","non-word",443.74503961197
"1430","non-word",452.968222111044
"1431","non-word",410.531181154221
"1432","word",470.936549509687
"1433","non-word",393.252032509154
"1434","non-word",369.087254381719
"1435","non-word",429.219491160912
"1436","non-word",451.399797717011
"1437","word",520.972316644408
"1438","word",474.444420862486
"1439","non-word",437.038380256799
"1440","word",490.090226535055
"1441","word",438.217302917476
"1442","word",460.255201028276
"1443","non-word",400.658880790407
"1444","word",455.953997176061
"1445","word",434.724968915734
"1446","word",466.075043188585
"1447","word",450.648728414908
"1448","word",494.953603495465
"1449","word",435.831979215091
"1450","word",429.930986118119
"1451","non-word",423.740069905148
"1452","word",416.715935551843
"1453","non-word",381.535961476256
"1454","word",480.59928034265
"1455","word",491.35543843637
"1456","non-word",418.485083328817
"1457","word",519.907338470276
"1458","word",436.010870835701
"1459","word",502.232692850002
"1460","word",439.617701660833
"1461","word",475.775634856081
"1462","word",471.226270750819
"1463","non-word",418.458067689228
"1464","non-word",431.920314738372
"1465","non-word",355.443155074221
"1466","word",428.444241423066
"1467","word",448.77708412454
"1468","word",471.888998144414
"1469","word",519.379065538123
"1470","word",469.548517075686
"1471","word",505.964841506267
"1472","non-word",422.231074939503
"1473","word",419.897429625756
"1474","word",436.843918805307
"1475","non-word",410.453634512355
"1476","word",477.967804602394
"1477","non-word",410.433090355366
"1478","word",446.332683056524
"1479","word",499.362231170019
"1480","word",510.736572414991
"1481","non-word",404.47627016147
"1482","word",465.119901707801
"1483","non-word",412.489517590872
"1484","non-word",432.594068516041
"1485","word",431.274416901258
"1486","word",500.314637881282
"1487","non-word",378.193670787214
"1488","non-word",412.132827563631
"1489","word",482.838798085697
"1490","word",509.929200154701
"1491","non-word",406.987342690781
"1492","word",411.838527367421
"1493","non-word",442.532777777382
"1494","word",500.443537779446
"1495","word",470.693843735992
"1496","non-word",393.792353324603
"1497","non-word",405.451680827914
"1498","non-word",432.018547674644
"1499","non-word",430.675659005326
"1500","non-word",420.745653568344
"1501","non-word",446.824598800935
"1502","non-word",405.957693597908
"1503","non-word",449.77925924349
"1504","word",488.837652218273
"1505","non-word",471.561009030143
"1506","non-word",431.241083763323
"1507","non-word",446.419938919743
"1508","non-word",362.25391472841
"1509","word",464.50289792182
"1510","word",458.778189951271
"1511","non-word",417.412624180624
"1512","non-word",442.85937059791
"1513","word",485.119326509724
"1514","non-word",450.062954222743
"1515","word",449.973307920919
"1516","non-word",452.64288753436
"1517","non-word",466.899001593261
"1518","non-word",453.202973868381
"1519","word",524.719075583614
"1520","word",444.797580170284
"1521","word",456.244035930951
"1522","non-word",416.986744555927
"1523","word",465.557162668641
"1524","non-word",364.188864961176
"1525","word",458.115810170238
"1526","word",505.918236420642
"1527","word",481.494223106503
"1528","word",459.867442141518
"1529","non-word",467.696737952403
"1530","word",477.28959826264
"1531","word",437.862008194242
"1532","word",534.610503382433
"1533","non-word",472.870260006072
"1534","non-word",461.867412267482
"1535","word",520.49728635036
"1536","word",475.079939691901
"1537","word",497.155452499171
"1538","word",442.419139748717
"1539","word",456.405384687534
"1540","non-word",376.296366414548
"1541","word",475.344463187103
"1542","word",480.483274005049
"1543","non-word",415.60152073515
"1544","non-word",396.187582003578
"1545","word",490.219586261713
"1546","non-word",464.142001760159
"1547","non-word",450.580574704916
"1548","word",457.294465930121
"1549","non-word",431.860329895491
"1550","word",479.986032984097
"1551","word",519.357730612757
"1552","word",481.733637902695
"1553","word",506.174880763135
"1554","non-word",432.89611039294
"1555","word",492.112187427599
"1556","non-word",399.745405950424
"1557","word",468.758192200917
"1558","word",519.391110106372
"1559","word",498.681266259579
"1560","word",481.59813995887
"1561","non-word",431.928232272225
"1562","non-word",454.51069023421
"1563","word",475.344191882562
"1564","non-word",413.881139567576
"1565","word",430.901350892323
"1566","word",519.517986945569
"1567","word",499.20307868501
"1568","word",426.024664898464
"1569","non-word",410.714374216837
"1570","non-word",415.212215478021
"1571","word",483.920494448476
"1572","non-word",405.217940903124
"1573","word",444.245871453799
"1574","non-word",421.685568254563
"1575","non-word",392.5353727418
"1576","word",505.953732721119
"1577","non-word",360.981740375524
"1578","word",438.847488200363
"1579","non-word",401.912106470246
"1580","word",527.482476098019
"1581","word",475.745970914949
"1582","word",465.569656845133
"1583","word",476.539616819531
"1584","word",437.383321101856
"1585","word",499.086812082266
"1586","non-word",388.013015280279
"1587","word",459.399097632718
"1588","word",473.589360216867
"1589","non-word",362.710107800477
"1590","word",460.777209863464
"1591","word",467.277970600407
"1592","word",452.016627940449
"1593","word",473.012422925724
"1594","non-word",393.472377804337
"1595","non-word",423.068272552789
"1596","word",449.003036880948
"1597","non-word",419.804267461664
"1598","word",504.14961209687
"1599","word",434.80370709055
"1600","non-word",372.867414754685
"1601","non-word",434.084918382008
"1602","word",476.60942296128
"1603","word",531.846141640864
"1604","non-word",452.359377010119
"1605","word",435.93491645137
"1606","non-word",408.730171157184
"1607","non-word",443.776146090662
"1608","non-word",356.41845255012
"1609","word",452.557535401659
"1610","non-word",389.362514045498
"1611","word",440.241719106617
"1612","non-word",457.505167153894
"1613","non-word",406.32359123177
"1614","non-word",442.704372217462
"1615","non-word",477.0435722718
"1616","word",434.982366803839
"1617","non-word",370.684343375177
"1618","word",470.968742227903
"1619","word",443.588611703745
"1620","word",470.605400616503
"1621","word",478.11369238195
"1622","non-word",411.418407769367
"1623","non-word",429.561165094461
"1624","non-word",384.824729577646
"1625","word",456.74208252574
"1626","non-word",393.780068252669
"1627","non-word",454.905021210565
"1628","word",494.428361996826
"1629","word",462.461298718742
"1630","non-word",471.742928080494
"1631","non-word",389.329741652854
"1632","word",496.421692386544
"1633","non-word",443.517404496144
"1634","non-word",470.028231540722
"1635","non-word",410.965512809446
"1636","non-word",399.087036437009
"1637","word",486.27075383345
"1638","word",511.620869483974
"1639","non-word",441.08831083761
"1640","word",480.496212986257
"1641","non-word",430.095815916731
"1642","non-word",337.768266985366
"1643","non-word",403.721059450535
"1644","non-word",427.921160057338
"1645","word",531.857951862429
"1646","word",478.681454355224
"1647","non-word",432.179369733919
"1648","word",444.532654158197
"1649","word",459.764718411922
"1650","non-word",402.901770416918
"1651","non-word",397.301179857751
"1652","non-word",439.618047875604
"1653","word",411.30309783744
"1654","word",484.239468793685
"1655","word",463.162653742431
"1656","word",483.199289784494
"1657","word",463.854796697389
"1658","non-word",379.135038464339
"1659","word",445.895680803503
"1660","word",470.217387980206
"1661","non-word",386.355079459179
"1662","word",574.677768852747
"1663","non-word",422.956612809831
"1664","word",450.017076201266
"1665","word",488.355397390345
"1666","non-word",387.370142317738
"1667","word",444.960215572629
"1668","word",443.458387444776
"1669","non-word",407.928338603372
"1670","non-word",447.903504883566
"1671","word",467.878401375881
"1672","word",496.752848004749
"1673","word",441.769658680652
"1674","non-word",437.031044952962
"1675","non-word",401.229626019051
"1676","non-word",422.991952980898
"1677","non-word",426.91631751224
"1678","word",459.139724724378
"1679","non-word",440.89948756227
"1680","word",422.994564415751
"1681","non-word",414.330488432409
"1682","non-word",411.278029492356
"1683","non-word",403.105876282692
"1684","non-word",364.434748764813
"1685","word",437.070059888275
"1686","word",457.114701336316
"1687","word",401.264511080857
"1688","word",469.716222844987
"1689","non-word",406.184427605079
"1690","non-word",410.223820250123
"1691","non-word",433.334661285588
"1692","non-word",420.306433521326
"1693","non-word",428.85476088858
"1694","word",472.759464762204
"1695","word",511.004017489182
"1696","non-word",411.923874764397
"1697","word",467.155858324679
"1698","non-word",439.88745959108
"1699","non-word",452.087668997582
"1700","word",464.646439458725
"1701","non-word",417.944600876155
"1702","non-word",405.068962929222
"1703","word",465.469816341546
"1704","non-word",432.797655769211
"1705","word",447.728486139824
"1706","non-word",454.905249791693
"1707","non-word",454.316560930697
"1708","word",506.789012264219
"1709","non-word",412.487436735614
"1710","non-word",425.581775603186
"1711","non-word",431.605234578263
"1712","word",472.5529315942
"1713","non-word",484.148420003883
"1714","non-word",429.690338755555
"1715","non-word",438.252140080393
"1716","word",429.922959544232
"1717","word",488.840220192512
"1718","non-word",400.831479170911
"1719","word",494.761938274127
"1720","non-word",459.460259658979
"1721","word",521.945855978594
"1722","non-word",428.443651522789
"1723","word",457.984967674566
"1724","word",416.670102485126
"1725","non-word",421.88224724835
"1726","word",443.59400482352
"1727","non-word",406.116782260317
"1728","word",477.093935392157
"1729","non-word",394.364436313915
"1730","non-word",428.317060348986
"1731","word",529.718422694284
"1732","word",425.057317429473
"1733","word",499.107451684526
"1734","non-word",411.902163606612
"1735","non-word",395.478623276299
"1736","non-word",394.59978981857
"1737","non-word",460.454595933117
"1738","word",449.357047114933
"1739","non-word",357.917421287627
"1740","word",458.417796583063
"1741","word",489.490708386566
"1742","word",467.189012606999
"1743","word",435.413126754988
"1744","word",409.647429985959
"1745","word",514.706878867542
"1746","word",467.436671048658
"1747","word",442.209212575626
"1748","word",403.126870242889
"1749","non-word",384.974384786543
"1750","word",490.148720827546
"1751","word",463.217880482498
"1752","non-word",439.296486633596
"1753","non-word",458.039142080088
"1754","word",441.325991180231
"1755","word",437.504201090413
"1756","word",481.087034173391
"1757","non-word",442.105433516903
"1758","word",525.813667358412
"1759","word",491.418989534173
"1760","word",466.506280630863
"1761","non-word",395.853424383221
"1762","non-word",446.121859044428
"1763","non-word",401.315890101286
"1764","non-word",399.404688411538
"1765","word",468.929181527971
"1766","word",466.207665666254
"1767","non-word",412.534973010701
"1768","word",527.917738214478
"1769","word",472.743630184808
"1770","non-word",395.793396486398
"1771","non-word",460.233934914133
"1772","non-word",428.8158602454
"1773","word",461.263842033893
"1774","non-word",422.156097729251
"1775","word",464.652910336272
"1776","word",399.752090530092
"1777","word",496.316937518931
"1778","non-word",388.386617064781
"1779","word",477.786292244286
"1780","non-word",413.080214762854
"1781","word",449.037648808948
"1782","word",431.127907415137
"1783","non-word",382.910169345684
"1784","non-word",437.914570679503
"1785","word",457.013890422095
"1786","non-word",403.320664408535
"1787","word",478.260064610448
"1788","word",436.994234673186
"1789","word",450.211324705407
"1790","word",453.887185431915
"1791","word",437.796468781232
"1792","word",496.004167574204
"1793","word",426.852625450354
"1794","word",514.725137244447
"1795","word",503.207962956539
"1796","non-word",348.368331204622
"1797","non-word",411.27166018969
"1798","word",470.687579010531
"1799","non-word",422.519944148657
"1800","word",418.920228097037
"1801","word",472.408795254478
"1802","word",474.312250335504
"1803","word",517.799958521529
"1804","word",468.575756843978
"1805","word",519.825221270997
"1806","non-word",400.989759455677
"1807","word",483.198921026418
"1808","non-word",422.611929104201
"1809","word",405.351026180915
"1810","word",494.855376756904
"1811","non-word",460.704965568214
"1812","word",480.047366448817
"1813","non-word",391.93100474099
"1814","word",473.544547584847
"1815","non-word",376.901289593913
"1816","word",461.049431338537
"1817","non-word",330.90144734935
"1818","word",418.725733247483
"1819","non-word",392.448656200025
"1820","non-word",407.861691948419
"1821","word",407.455432354202
"1822","word",459.448188294404
"1823","word",525.015682826475
"1824","non-word",391.869070643556
"1825","word",526.766366128142
"1826","non-word",457.020763148569
"1827","non-word",398.741498486518
"1828","word",480.057108220279
"1829","word",498.116293535744
"1830","non-word",413.919149971628
"1831","non-word",384.922546611289
"1832","word",476.728349276802
"1833","word",481.572691237711
"1834","word",450.297626045573
"1835","word",480.158133112155
"1836","non-word",424.263879896687
"1837","non-word",423.489169186728
"1838","non-word",366.053202241961
"1839","word",419.91978000637
"1840","non-word",367.001792922285
"1841","non-word",422.353450298876
"1842","word",430.639081311527
"1843","word",534.171324643638
"1844","non-word",410.689012169091
"1845","non-word",360.670751721909
"1846","non-word",376.227316442254
"1847","word",467.559995865005
"1848","word",495.634826952423
"1849","non-word",435.09477992148
"1850","non-word",414.823388335419
"1851","non-word",465.679223908353
"1852","non-word",387.08884498047
"1853","word",468.332613585327
"1854","word",494.042311178641
"1855","non-word",428.088620346356
"1856","non-word",440.245591309888
"1857","word",455.932737170141
"1858","word",468.348273021741
"1859","word",455.757668269304
"1860","word",464.246756164606
"1861","word",466.328957574955
"1862","non-word",444.952741517632
"1863","non-word",425.247808721101
"1864","word",444.972731108154
"1865","word",451.622852717362
"1866","non-word",415.509091781164
"1867","non-word",470.22677508959
"1868","non-word",386.682571402497
"1869","non-word",401.497309449549
"1870","non-word",381.264892189405
"1871","non-word",473.19136364205
"1872","non-word",489.813711402636
"1873","word",450.33400457686
"1874","non-word",423.650003997101
"1875","non-word",428.223574766959
"1876","word",454.98882195447
"1877","non-word",417.450921951924
"1878","word",473.425782066489
"1879","word",469.817402306428
"1880","word",508.373266355454
"1881","word",477.861770334635
"1882","word",535.58179739572
"1883","word",499.105240998381
"1884","word",483.763954868052
"1885","word",478.488635058185
"1886","non-word",464.918158834512
"1887","word",416.07394536477
"1888","word",496.875747303927
"1889","word",521.22647929368
"1890","word",434.508215023537
"1891","non-word",401.353502352947
"1892","non-word",389.883723835427
"1893","non-word",413.323309270799
"1894","word",437.608028983623
"1895","non-word",433.78741918479
"1896","non-word",395.983813286431
"1897","word",518.751116293334
"1898","word",458.875116794128
"1899","non-word",443.348412685619
"1900","word",460.18621398778
"1901","word",429.474753175752
"1902","word",421.73685477452
"1903","word",477.82888477942
"1904","word",453.979025161365
"1905","word",467.803319376216
"1906","non-word",409.795741953045
"1907","word",434.168659729383
"1908","non-word",367.269557034161
"1909","non-word",434.459754935588
"1910","non-word",412.675762934657
"1911","word",403.741806707046
"1912","word",497.378511890689
"1913","word",459.510640165871
"1914","word",490.745833192689
"1915","word",489.385497713935
"1916","word",498.255717157637
"1917","non-word",409.731134382865
"1918","word",442.538027279204
"1919","non-word",417.005452237954
"1920","non-word",409.36159865771
"1921","non-word",464.148373964847
"1922","non-word",407.428303942497
"1923","word",525.722284055476
"1924","word",428.436433308892
"1925","word",452.681035580123
"1926","non-word",426.432485464638
"1927","word",457.725426680396
"1928","word",437.509215787491
"1929","word",476.016262766791
"1930","non-word",401.106036382365
"1931","word",439.921888229696
"1932","word",489.054158105931
"1933","non-word",403.090118296916
"1934","word",495.170884735381
"1935","word",463.998289647882
"1936","word",507.408478914028
"1937","non-word",410.546011521536
"1938","word",441.067742202507
"1939","word",483.913521727872
"1940","word",498.283623184599
"1941","non-word",447.088147663086
"1942","non-word",442.47345601271
"1943","non-word",489.260476852511
"1944","non-word",402.528447627782
"1945","word",475.244710089329
"1946","word",511.523727376345
"1947","non-word",457.344595732647
"1948","word",522.19824309732
"1949","word",536.679361441666
"1950","word",446.514487556827
"1951","word",457.236074617463
"1952","word",465.644005231495
"1953","word",402.679921762349
"1954","word",449.76131613538
"1955","word",462.427305641531
"1956","non-word",436.621098118611
"1957","non-word",424.759874394145
"1958","word",496.131814184514
"1959","non-word",424.884082497403
"1960","non-word",472.182931617691
"1961","word",483.65417941625
"1962","non-word",420.928054294933
"1963","word",486.964212866757
"1964","non-word",404.639679035262
"1965","non-word",376.485288613564
"1966","non-word",469.246178091648
"1967","word",394.760634861354
"1968","non-word",431.840642994234
"1969","word",470.856836252531
"1970","non-word",428.438707188567
"1971","word",452.088489028049
"1972","non-word",405.407441873839
"1973","non-word",471.485242613617
"1974","non-word",413.79456059925
"1975","non-word",439.260841523365
"1976","word",458.677538605708
"1977","word",472.59051984498
"1978","word",441.183207093213
"1979","non-word",455.754782527284
"1980","word",486.825518273066
"1981","word",448.437318669087
"1982","non-word",423.754392938899
"1983","word",521.39920415543
"1984","non-word",446.99747266641
"1985","non-word",385.182327911557
"1986","non-word",427.452757881995
"1987","word",431.455548154273
"1988","word",485.652502824268
"1989","word",413.01629229119
"1990","non-word",454.700824632569
"1991","non-word",397.273218685359
"1992","non-word",415.216507815343
"1993","non-word",416.597868022077
"1994","non-word",420.992729449629
"1995","non-word",413.422140573406
"1996","word",487.346363265213
"1997","non-word",433.878878702484
"1998","word",428.601560907642
"1999","non-word",407.817595649416
"2000","non-word",396.517411050532
"2001","word",538.197633983485
"2002","non-word",406.459831897002
"2003","word",499.398013066495
"2004","word",542.795731749517
"2005","non-word",495.801881572768
"2006","non-word",472.392025190444
"2007","non-word",457.833654288677
"2008","word",533.183733544387
"2009","non-word",459.243370760097
"2010","word",474.202245156332
"2011","non-word",450.179300432358
"2012","non-word",428.212117622426
"2013","non-word",421.07955345937
"2014","word",511.71340359552
"2015","word",450.285006057978
"2016","word",522.959954498827
"2017","word",516.557781297526
"2018","word",498.487187179677
"2019","non-word",393.096034576571
"2020","word",500.757441483592
"2021","non-word",396.220547521498
"2022","non-word",389.214529422348
"2023","non-word",434.433344592211
"2024","non-word",449.61147977286
"2025","non-word",458.381022916568
"2026","word",460.197275579413
"2027","word",483.179225205876
"2028","word",413.821295028959
"2029","word",494.252438332059
"2030","word",500.733947032472
"2031","word",510.484975314017
"2032","non-word",422.610884025746
"2033","word",456.244898704416
"2034","word",480.418769842166
"2035","word",490.973470376789
"2036","word",511.688628791521
"2037","non-word",404.527902782888
"2038","non-word",405.102024653308
"2039","non-word",415.474426906912
"2040","word",442.706495443343
"2041","non-word",439.556216814869
"2042","non-word",383.630342078342
"2043","non-word",383.188544678453
"2044","word",517.022810675603
"2045","non-word",417.707665708933
"2046","non-word",393.269406049692
"2047","non-word",414.454529498172
"2048","word",436.166687412328
"2049","non-word",427.837696884143
"2050","word",479.711496230292
"2051","word",473.669933530132
"2052","word",464.104952977986
"2053","word",502.150139248886
"2054","word",421.684355166221
"2055","non-word",389.620343961856
"2056","word",472.067323426514
"2057","non-word",433.914393944823
"2058","word",467.840385184059
"2059","non-word",410.632884309187
"2060","word",487.071689279507
"2061","non-word",410.216838998459
"2062","non-word",392.352058056906
"2063","word",485.44434078842
"2064","word",446.234892238298
"2065","non-word",400.549987931635
"2066","word",490.969196674761
"2067","word",494.11539553208
"2068","word",482.763356597053
"2069","word",467.247821618877
"2070","non-word",415.556838179502
"2071","word",475.399063346139
"2072","non-word",408.928771744075
"2073","non-word",370.526803596298
"2074","word",504.449170608021
"2075","non-word",402.789916751638
"2076","non-word",427.09478744234
"2077","word",460.747114056661
"2078","word",497.493427528116
"2079","word",400.935689375116
"2080","word",503.083160112802
"2081","non-word",445.812043711941
